"chr" "dist_center" "syntheny" "breakpoints" "genes" "re" "dante" "recomb" "ltr" "ty1_copia" "ty3_gypsy" "dna_trans" "line" "unknown" "sine" "trc" "trc1" "gc"
"scaffold_1.153" "scaffold_1" "6.1725675" "rearranged" "conserved" "8" "184" "9" "6.92403586565922e-06" "1" "1" "0" "2" "1" "112" "0" "0" "0" "0.32848"
"scaffold_1.154" "scaffold_1" "6.2725645" "rearranged" "conserved" "8" "199" "1" "1.31788646640573e-05" "0" "0" "0" "1" "0" "114" "0" "0" "0" "0.3346"
"scaffold_1.155" "scaffold_1" "6.372562" "rearranged" "conserved" "10" "122" "7" "1.54481524542837e-05" "1" "0" "1" "1" "0" "54" "2" "0" "0" "0.346337"
"scaffold_1.156" "scaffold_1" "6.4725595" "rearranged" "conserved" "8" "210" "12" "1.60188014739852e-05" "3" "1" "0" "0" "0" "122" "0" "0" "0" "0.32523"
"scaffold_1.157" "scaffold_1" "6.572557" "rearranged" "conserved" "8" "161" "9" "3.92735063474623e-05" "2" "1" "1" "0" "1" "89" "0" "0" "0" "0.334897"
"scaffold_1.158" "scaffold_1" "6.6725545" "rearranged" "conserved" "6" "169" "19" "3.41515855498805e-05" "5" "3" "0" "0" "0" "96" "0" "0" "0" "0.33422"
"scaffold_1.159" "scaffold_1" "6.772552" "rearranged" "conserved" "10" "166" "4" "3.41515855498805e-05" "1" "0" "1" "0" "0" "108" "0" "0" "0" "0.329667"
"scaffold_1.160" "scaffold_1" "6.8725495" "rearranged" "conserved" "3" "161" "4" "3.41515855498805e-05" "0" "0" "0" "2" "0" "97" "0" "0" "0" "0.32725"
"scaffold_1.161" "scaffold_1" "6.9725465" "rearranged" "conserved" "7" "210" "8" "3.41515855498805e-05" "6" "1" "0" "0" "0" "106" "0" "0" "0" "0.32581"
"scaffold_1.162" "scaffold_1" "7.072544" "rearranged" "conserved" "7" "195" "9" "3.41515855498805e-05" "1" "1" "0" "1" "0" "105" "0" "0" "0" "0.324777"
"scaffold_1.163" "scaffold_1" "7.1725415" "rearranged" "conserved" "10" "193" "7" "3.41515855498805e-05" "1" "0" "1" "1" "0" "109" "0" "0" "0" "0.33428"
"scaffold_1.164" "scaffold_1" "7.272539" "rearranged" "conserved" "9" "166" "11" "3.41515855498805e-05" "5" "0" "1" "0" "1" "97" "0" "0" "0" "0.350767"
"scaffold_1.165" "scaffold_1" "7.3725365" "rearranged" "conserved" "8" "186" "8" "3.41515855498805e-05" "1" "1" "0" "2" "1" "112" "0" "0" "0" "0.34489"
"scaffold_1.166" "scaffold_1" "7.472534" "rearranged" "conserved" "8" "148" "21" "4.25381819907492e-05" "3" "1" "2" "0" "1" "82" "0" "0" "0" "0.331927"
"scaffold_1.167" "scaffold_1" "7.5725315" "rearranged" "conserved" "14" "181" "5" "0.000112843441999046" "2" "1" "0" "1" "0" "104" "0" "0" "0" "0.33723"
"scaffold_1.168" "scaffold_1" "7.6725285" "rearranged" "conserved" "5" "210" "10" "8.91976298928207e-05" "3" "1" "0" "0" "1" "129" "0" "0" "0" "0.32551"
"scaffold_1.169" "scaffold_1" "7.772526" "rearranged" "conserved" "1" "129" "20" "2.17733730873163e-05" "4" "4" "0" "1" "0" "62" "0" "1" "1" "0.339817"
"scaffold_1.170" "scaffold_1" "7.8725235" "rearranged" "conserved" "5" "138" "16" "2.17733730873163e-05" "7" "2" "0" "0" "1" "65" "0" "0" "0" "0.33837"
"scaffold_1.171" "scaffold_1" "7.972521" "rearranged" "conserved" "7" "169" "3" "2.17733730873163e-05" "0" "0" "0" "0" "0" "89" "0" "0" "0" "0.332537"
"scaffold_1.172" "scaffold_1" "8.0725185" "rearranged" "conserved" "13" "161" "16" "2.40822099841638e-05" "7" "2" "0" "0" "0" "86" "1" "0" "0" "0.32933"
"scaffold_1.173" "scaffold_1" "8.172516" "rearranged" "conserved" "7" "152" "15" "1.38749111224008e-05" "1" "1" "0" "1" "1" "73" "0" "0" "0" "0.343807"
"scaffold_1.174" "scaffold_1" "8.2725135" "rearranged" "conserved" "12" "173" "12" "1.85286792466567e-05" "4" "1" "0" "0" "0" "91" "0" "0" "0" "0.33503"
"scaffold_1.175" "scaffold_1" "8.3725105" "rearranged" "conserved" "7" "163" "16" "1.39977064402204e-05" "7" "2" "1" "2" "0" "74" "0" "0" "0" "0.34157"
"scaffold_1.176" "scaffold_1" "8.472508" "rearranged" "conserved" "5" "171" "8" "3.15693317309278e-06" "1" "1" "0" "1" "0" "89" "0" "1" "1" "0.347457"
"scaffold_1.177" "scaffold_1" "8.5725055" "rearranged" "conserved" "9" "146" "16" "9.66766980935819e-07" "6" "3" "0" "0" "1" "60" "0" "0" "0" "0.34889"
"scaffold_1.178" "scaffold_1" "8.672503" "rearranged" "conserved" "9" "190" "3" NA "0" "0" "0" "0" "0" "108" "0" "0" "0" "0.326007"
"scaffold_1.179" "scaffold_1" "8.7725005" "rearranged" "conserved" "7" "157" "23" NA "13" "2" "2" "1" "0" "72" "0" "0" "0" "0.366641"
"scaffold_1.180" "scaffold_1" "8.872498" "rearranged" "conserved" "11" "115" "16" NA "8" "3" "0" "0" "0" "50" "0" "0" "0" "0.346727"
"scaffold_1.181" "scaffold_1" "8.9724955" "rearranged" "conserved" "12" "155" "23" NA "6" "4" "0" "1" "0" "83" "0" "0" "0" "0.353841"
"scaffold_1.182" "scaffold_1" "9.0724925" "rearranged" "conserved" "10" "161" "15" NA "2" "1" "1" "0" "0" "81" "0" "0" "0" "0.34762"
"scaffold_2" "scaffold_2" "8.5770015" "conserved" "conserved" "8" "156" "19" NA "3" "0" "3" "1" "0" "62" "0" "0" "0" "0.387657"
"scaffold_2.1" "scaffold_2" "8.5042785" "conserved" "conserved" "5" "129" "11" NA "6" "1" "0" "1" "0" "67" "0" "1" "1" "0.34322"
"scaffold_2.2" "scaffold_2" "8.404281" "conserved" "conserved" "13" "189" "4" NA "0" "0" "0" "1" "0" "102" "0" "0" "0" "0.340347"
"scaffold_2.3" "scaffold_2" "8.3042835" "conserved" "conserved" "11" "179" "11" NA "3" "1" "0" "0" "1" "105" "0" "0" "0" "0.34311"
"scaffold_2.4" "scaffold_2" "8.2042865" "conserved" "conserved" "10" "213" "12" "6.66982115297021e-09" "3" "1" "0" "0" "0" "122" "1" "0" "0" "0.34932"
"scaffold_2.5" "scaffold_2" "8.104289" "conserved" "conserved" "9" "203" "21" "3.2260353960018e-10" "11" "2" "1" "0" "0" "115" "0" "0" "0" "0.334837"
"scaffold_2.6" "scaffold_2" "8.0042915" "conserved" "conserved" "5" "89" "3" "3.2260353960018e-10" "0" "0" "0" "1" "0" "45" "1" "2" "2" "0.350221"
"scaffold_2.7" "scaffold_2" "7.904294" "conserved" "conserved" "7" "212" "8" "8.14903969838219e-06" "4" "1" "0" "0" "0" "121" "0" "0" "0" "0.328707"
"scaffold_2.8" "scaffold_2" "7.8042965" "conserved" "conserved" "8" "193" "13" "1.35345103804616e-05" "4" "2" "0" "1" "0" "110" "1" "0" "0" "0.3383"
"scaffold_2.9" "scaffold_2" "7.704299" "conserved" "conserved" "9" "214" "4" "3.27333991714768e-05" "1" "1" "0" "1" "0" "130" "0" "0" "0" "0.331317"
"scaffold_2.10" "scaffold_2" "7.6043015" "conserved" "conserved" "8" "240" "0" "3.27333991714768e-05" "0" "0" "0" "0" "0" "152" "0" "0" "0" "0.32701"
"scaffold_2.11" "scaffold_2" "7.5043045" "conserved" "conserved" "8" "179" "18" "1.90964990750941e-05" "9" "2" "0" "2" "2" "110" "0" "0" "0" "0.34321"
"scaffold_2.12" "scaffold_2" "7.404307" "conserved" "conserved" "8" "171" "7" "1.10013049870782e-05" "0" "0" "0" "0" "1" "98" "0" "0" "0" "0.339547"
"scaffold_2.13" "scaffold_2" "7.3043095" "conserved" "conserved" "11" "194" "3" "1.10013049870782e-05" "0" "0" "0" "0" "0" "118" "0" "0" "0" "0.342"
"scaffold_2.14" "scaffold_2" "7.204312" "conserved" "conserved" "8" "202" "10" "8.599015290545e-06" "1" "1" "0" "2" "0" "107" "0" "0" "0" "0.342447"
"scaffold_2.15" "scaffold_2" "7.1043145" "conserved" "conserved" "13" "177" "9" "1.86526063709151e-05" "6" "1" "0" "0" "1" "99" "0" "0" "0" "0.354921"
"scaffold_2.16" "scaffold_2" "7.004317" "conserved" "conserved" "13" "181" "11" "5.26626291370762e-05" "2" "2" "0" "0" "0" "102" "0" "0" "0" "0.334187"
"scaffold_2.17" "scaffold_2" "6.9043195" "conserved" "conserved" "10" "210" "5" "7.23482322000473e-05" "0" "0" "0" "0" "0" "115" "0" "0" "0" "0.32694"
"scaffold_2.18" "scaffold_2" "6.8043225" "conserved" "conserved" "11" "169" "12" "6.3259365801988e-05" "5" "1" "2" "0" "0" "96" "0" "0" "0" "0.352421"
"scaffold_2.19" "scaffold_2" "6.704325" "conserved" "conserved" "11" "204" "6" "2.11411225715157e-05" "1" "0" "1" "0" "0" "119" "0" "0" "0" "0.333937"
"scaffold_2.20" "scaffold_2" "6.6043275" "conserved" "conserved" "9" "205" "7" "1.9119895085515e-05" "6" "0" "1" "0" "0" "108" "0" "0" "0" "0.32153"
"scaffold_2.21" "scaffold_2" "6.50433" "conserved" "conserved" "13" "143" "8" "1.42565104349689e-05" "0" "0" "0" "0" "1" "77" "0" "1" "1" "0.345847"
"scaffold_2.22" "scaffold_2" "6.4043325" "conserved" "conserved" "13" "190" "7" "1.42565104349689e-05" "0" "0" "0" "0" "2" "106" "0" "0" "0" "0.34328"
"scaffold_2.23" "scaffold_2" "6.304335" "conserved" "conserved" "10" "165" "12" "2.519008679417e-05" "5" "1" "2" "0" "0" "86" "0" "0" "0" "0.361207"
"scaffold_2.24" "scaffold_2" "6.2043375" "conserved" "conserved" "6" "204" "18" "2.7266515262403e-05" "7" "3" "0" "0" "2" "110" "0" "0" "0" "0.34072"
"scaffold_2.25" "scaffold_2" "6.1043405" "conserved" "conserved" "7" "213" "9" "1.84627548274463e-05" "2" "0" "2" "0" "0" "134" "0" "0" "0" "0.32811"
"scaffold_2.26" "scaffold_2" "6.004343" "conserved" "conserved" "7" "156" "15" "3.82533020697129e-05" "7" "2" "0" "0" "0" "84" "2" "0" "0" "0.339447"
"scaffold_2.27" "scaffold_2" "5.9043455" "conserved" "conserved" "13" "209" "8" "1.40434131018258e-05" "1" "1" "0" "1" "0" "129" "0" "0" "0" "0.33755"
"scaffold_2.28" "scaffold_2" "5.804348" "conserved" "conserved" "5" "136" "11" "4.7153101245535e-06" "1" "1" "0" "0" "1" "80" "1" "0" "0" "0.342227"
"scaffold_2.29" "scaffold_2" "5.7043505" "conserved" "conserved" "14" "156" "18" "2.74516710561465e-06" "10" "1" "2" "0" "0" "83" "0" "0" "0" "0.3493"
"scaffold_2.30" "scaffold_2" "5.604353" "conserved" "conserved" "12" "209" "1" "1.65572096381411e-05" "0" "0" "0" "0" "0" "124" "1" "0" "0" "0.329947"
"scaffold_2.31" "scaffold_2" "5.5043555" "conserved" "conserved" "8" "174" "6" "1.55039476266319e-05" "2" "2" "0" "0" "0" "104" "0" "0" "0" "0.31954"
"scaffold_2.32" "scaffold_2" "5.4043585" "conserved" "conserved" "6" "165" "9" "1.55039476266319e-05" "6" "3" "0" "0" "0" "78" "0" "0" "0" "0.34438"
"scaffold_2.33" "scaffold_2" "5.304361" "conserved" "conserved" "5" "218" "4" "1.55039476266319e-05" "0" "0" "0" "0" "0" "124" "0" "0" "0" "0.323506"
"scaffold_2.34" "scaffold_2" "5.2043635" "conserved" "conserved" "4" "211" "3" "2.31126421047614e-05" "0" "0" "0" "0" "0" "114" "0" "0" "0" "0.33157"
"scaffold_2.35" "scaffold_2" "5.104366" "conserved" "conserved" "6" "263" "4" "2.48558402273171e-05" "0" "0" "0" "0" "0" "147" "0" "0" "0" "0.311776"
"scaffold_2.36" "scaffold_2" "5.0043685" "conserved" "conserved" "8" "206" "5" "2.65196609292149e-05" "1" "1" "0" "0" "0" "124" "0" "0" "0" "0.33354"
"scaffold_2.37" "scaffold_2" "4.904371" "conserved" "conserved" "12" "179" "11" "7.72737273937198e-06" "1" "1" "0" "0" "0" "88" "0" "0" "0" "0.338567"
"scaffold_2.38" "scaffold_2" "4.8043735" "conserved" "conserved" "7" "170" "19" "7.72737273937198e-06" "5" "3" "0" "0" "0" "96" "0" "0" "0" "0.3315"
"scaffold_2.39" "scaffold_2" "4.7043765" "conserved" "conserved" "11" "183" "6" "1.91659231236813e-05" "6" "1" "0" "0" "0" "111" "0" "0" "0" "0.32888"
"scaffold_2.40" "scaffold_2" "4.604379" "conserved" "conserved" "14" "221" "10" "1.36288122205737e-05" "1" "1" "0" "1" "0" "130" "0" "0" "0" "0.333427"
"scaffold_2.41" "scaffold_2" "4.5043815" "conserved" "conserved" "13" "192" "9" "1.36288122205737e-05" "7" "2" "0" "0" "0" "115" "0" "0" "0" "0.33338"
"scaffold_2.42" "scaffold_2" "4.404384" "conserved" "conserved" "6" "231" "7" "1.36288122205737e-05" "6" "1" "0" "0" "0" "132" "0" "0" "0" "0.321016"
"scaffold_2.43" "scaffold_2" "4.3043865" "conserved" "conserved" "15" "183" "10" "1.36288122205737e-05" "2" "1" "1" "0" "0" "95" "0" "0" "0" "0.33478"
"scaffold_2.44" "scaffold_2" "4.204389" "conserved" "conserved" "17" "178" "1" "9.90359189094744e-06" "0" "0" "0" "0" "0" "127" "0" "0" "0" "0.339997"
"scaffold_2.45" "scaffold_2" "4.1043915" "conserved" "conserved" "12" "184" "6" "2.05825157240212e-09" "6" "1" "0" "0" "0" "118" "0" "0" "0" "0.34345"
"scaffold_2.46" "scaffold_2" "4.0043945" "conserved" "conserved" "12" "193" "3" "1.11195747488804e-05" "0" "0" "0" "0" "0" "115" "0" "0" "0" "0.32716"
"scaffold_2.47" "scaffold_2" "3.904397" "conserved" "conserved" "11" "162" "11" "1.55267216083798e-06" "8" "2" "0" "0" "0" "77" "0" "0" "0" "0.348347"
"scaffold_2.48" "scaffold_2" "3.8043995" "conserved" "conserved" "8" "152" "9" "1.55267216083798e-06" "4" "1" "0" "0" "2" "90" "0" "1" "1" "0.33674"
"scaffold_2.49" "scaffold_2" "3.704402" "conserved" "conserved" "13" "149" "4" "1.55267216083798e-06" "1" "1" "0" "0" "2" "93" "0" "1" "1" "0.346847"
"scaffold_2.50" "scaffold_2" "3.6044045" "conserved" "conserved" "7" "176" "1" "9.9401493344995e-06" "0" "0" "0" "0" "0" "89" "0" "0" "0" "0.32585"
"scaffold_2.51" "scaffold_2" "3.5044075" "conserved" "conserved" "15" "177" "16" "3.35018471347956e-05" "9" "3" "0" "0" "0" "93" "0" "0" "0" "0.356651"
"scaffold_2.52" "scaffold_2" "3.40441" "conserved" "conserved" "6" "198" "7" "2.77066464834901e-05" "6" "1" "0" "1" "0" "132" "0" "0" "0" "0.329977"
"scaffold_2.53" "scaffold_2" "3.3044125" "conserved" "conserved" "10" "155" "22" "1.65587934286834e-06" "6" "4" "0" "0" "0" "89" "0" "0" "0" "0.34206"
"scaffold_2.54" "scaffold_2" "3.204415" "conserved" "conserved" "9" "181" "19" "1.65587934286834e-06" "2" "2" "0" "1" "1" "99" "2" "0" "0" "0.354747"
"scaffold_2.55" "scaffold_2" "3.1044175" "conserved" "conserved" "12" "214" "6" "1.65587934286834e-06" "3" "1" "0" "0" "0" "119" "0" "0" "0" "0.33053"
"scaffold_2.56" "scaffold_2" "3.00442" "conserved" "conserved" "12" "151" "10" "1.19163682132465e-05" "10" "2" "0" "0" "0" "88" "0" "0" "0" "0.350677"
"scaffold_2.57" "scaffold_2" "2.9044225" "conserved" "conserved" "8" "201" "3" "7.73335643934761e-07" "0" "0" "0" "1" "0" "112" "0" "0" "0" "0.33039"
"scaffold_2.58" "scaffold_2" "2.8044255" "conserved" "conserved" "12" "170" "9" "7.73335643934761e-07" "1" "1" "0" "0" "0" "97" "0" "0" "0" "0.33254"
"scaffold_2.59" "scaffold_2" "2.704428" "conserved" "conserved" "10" "151" "18" "7.73335643934761e-07" "8" "3" "0" "0" "0" "71" "0" "0" "0" "0.346057"
"scaffold_2.60" "scaffold_2" "2.6044305" "conserved" "conserved" "10" "145" "20" "7.73335643934761e-07" "9" "2" "1" "0" "0" "65" "0" "0" "0" "0.358361"
"scaffold_2.61" "scaffold_2" "2.504433" "conserved" "conserved" "8" "170" "3" "7.73335643934761e-07" "0" "0" "0" "0" "1" "98" "0" "0" "0" "0.332827"
"scaffold_2.62" "scaffold_2" "2.4044355" "conserved" "conserved" "7" "210" "6" "7.73335643934761e-07" "0" "0" "0" "0" "0" "118" "0" "0" "0" "0.31805"
"scaffold_2.63" "scaffold_2" "2.304438" "conserved" "conserved" "6" "195" "13" "3.60880717385964e-05" "1" "0" "1" "0" "1" "104" "0" "0" "0" "0.323416"
"scaffold_2.64" "scaffold_2" "2.2044405" "conserved" "conserved" "11" "188" "10" "3.47726226157233e-05" "6" "1" "0" "1" "0" "95" "0" "0" "0" "0.33375"
"scaffold_2.65" "scaffold_2" "2.1044435" "conserved" "conserved" "3" "162" "7" "3.4379340645442e-05" "1" "1" "0" "0" "1" "89" "0" "1" "1" "0.32894"
"scaffold_2.66" "scaffold_2" "2.004446" "conserved" "conserved" "6" "187" "11" "3.75740678806289e-10" "2" "2" "0" "0" "0" "94" "0" "0" "0" "0.333797"
"scaffold_2.67" "scaffold_2" "1.9044485" "conserved" "conserved" "5" "162" "11" "3.75740678806289e-10" "7" "2" "0" "0" "0" "83" "0" "0" "0" "0.315019"
"scaffold_2.68" "scaffold_2" "1.804451" "conserved" "conserved" "10" "162" "5" "9.74149656943124e-06" "6" "1" "0" "0" "0" "96" "0" "0" "0" "0.330327"
"scaffold_2.69" "scaffold_2" "1.7044535" "conserved" "conserved" "5" "203" "2" "2.78430082509096e-05" "0" "0" "0" "1" "0" "122" "0" "1" "1" "0.32785"
"scaffold_2.70" "scaffold_2" "1.604456" "conserved" "conserved" "9" "111" "26" "2.78430082509096e-05" "4" "2" "2" "1" "0" "57" "0" "1" "1" "0.350767"
"scaffold_2.71" "scaffold_2" "1.5044585" "conserved" "conserved" "10" "188" "12" "4.02572101531396e-05" "1" "1" "0" "0" "1" "95" "0" "0" "0" "0.33692"
"scaffold_2.72" "scaffold_2" "1.4044615" "conserved" "conserved" "7" "246" "2" "3.26431064976437e-05" "0" "0" "0" "0" "0" "137" "0" "0" "0" "0.315899"
"scaffold_2.73" "scaffold_2" "1.304464" "conserved" "conserved" "6" "166" "10" "2.29173028691492e-05" "3" "2" "0" "1" "1" "91" "0" "0" "0" "0.336697"
"scaffold_2.74" "scaffold_2" "1.2044665" "conserved" "conserved" "8" "149" "9" "6.9474480867986e-07" "2" "1" "0" "1" "0" "84" "0" "0" "0" "0.34975"
"scaffold_2.75" "scaffold_2" "1.104469" "conserved" "conserved" "6" "202" "4" "6.9474480867986e-07" "1" "0" "1" "0" "0" "107" "0" "0" "0" "0.335207"
"scaffold_2.76" "scaffold_2" "1.0044715" "conserved" "conserved" "12" "164" "0" "6.9474480867986e-07" "0" "0" "0" "0" "0" "104" "0" "0" "0" "0.34696"
"scaffold_2.77" "scaffold_2" "0.904474" "conserved" "conserved" "12" "186" "3" "6.9474480867986e-07" "0" "0" "0" "0" "0" "118" "0" "0" "0" "0.331637"
"scaffold_2.78" "scaffold_2" "0.8044765" "conserved" "conserved" "15" "241" "3" "6.9474480867986e-07" "0" "0" "0" "0" "0" "144" "0" "0" "0" "0.32574"
"scaffold_2.79" "scaffold_2" "0.7044795" "conserved" "conserved" "14" "189" "15" "6.9474480867986e-07" "7" "2" "0" "1" "0" "93" "0" "0" "0" "0.33835"
"scaffold_2.80" "scaffold_2" "0.604482" "conserved" "conserved" "7" "180" "4" "6.9474480867986e-07" "0" "0" "0" "1" "0" "117" "0" "0" "0" "0.332027"
"scaffold_2.81" "scaffold_2" "0.5044845" "conserved" "conserved" "8" "214" "1" "3.17372851226251e-05" "0" "0" "0" "0" "0" "127" "0" "0" "0" "0.33117"
"scaffold_2.82" "scaffold_2" "0.404487" "conserved" "conserved" "6" "224" "2" "3.39725093469233e-05" "0" "0" "0" "0" "0" "144" "1" "1" "1" "0.329357"
"scaffold_2.83" "scaffold_2" "0.3044895" "conserved" "conserved" "11" "157" "15" "3.41301591687253e-05" "3" "1" "2" "1" "0" "93" "0" "1" "1" "0.34583"
"scaffold_2.84" "scaffold_2" "0.204492" "conserved" "conserved" "11" "174" "12" "1.51498304415577e-06" "0" "0" "0" "2" "2" "83" "0" "0" "0" "0.336957"
"scaffold_2.85" "scaffold_2" "0.1044945" "conserved" "conserved" "9" "130" "26" "1.51498304415577e-06" "18" "3" "0" "0" "0" "73" "0" "0" "0" "0.34537"
"scaffold_2.86" "scaffold_2" "0.0044975" "conserved" "conserved" "14" "158" "7" "1.51498304415577e-06" "4" "1" "0" "0" "0" "93" "0" "0" "0" "0.3405"
"scaffold_2.87" "scaffold_2" "0.0955" "conserved" "conserved" "12" "199" "5" "1.51498304415577e-06" "0" "0" "0" "1" "0" "121" "0" "0" "0" "0.336197"
"scaffold_2.88" "scaffold_2" "0.1954975" "conserved" "conserved" "8" "185" "12" "1.51498304415577e-06" "2" "2" "0" "0" "1" "98" "0" "0" "0" "0.32995"
"scaffold_2.89" "scaffold_2" "0.295495" "conserved" "conserved" "7" "193" "2" "1.51498304415577e-06" "0" "0" "0" "1" "0" "121" "0" "0" "0" "0.321316"
"scaffold_2.90" "scaffold_2" "0.3954925" "conserved" "conserved" "11" "202" "0" "6.29592577397012e-06" "0" "0" "0" "0" "0" "125" "0" "0" "0" "0.33455"
"scaffold_2.91" "scaffold_2" "0.4954895" "conserved" "conserved" "7" "222" "8" "9.59702964483539e-07" "3" "1" "0" "0" "0" "138" "0" "0" "0" "0.3306"
"scaffold_2.92" "scaffold_2" "0.595487" "conserved" "conserved" "8" "192" "7" "9.59702964483539e-07" "2" "0" "2" "0" "0" "109" "0" "0" "0" "0.343367"
"scaffold_2.93" "scaffold_2" "0.6954845" "conserved" "conserved" "3" "183" "10" "9.59702964483539e-07" "1" "0" "1" "1" "0" "114" "0" "0" "0" "0.32824"
"scaffold_2.94" "scaffold_2" "0.795482" "conserved" "conserved" "4" "136" "14" "9.59702964483539e-07" "3" "1" "2" "1" "0" "77" "1" "1" "1" "0.350787"
"scaffold_2.95" "scaffold_2" "0.8954795" "conserved" "conserved" "9" "166" "6" "9.59702964483539e-07" "1" "0" "1" "0" "0" "93" "0" "0" "0" "0.34146"
"scaffold_2.96" "scaffold_2" "0.995477" "conserved" "conserved" "11" "121" "7" "9.59702964483539e-07" "1" "1" "0" "1" "0" "70" "0" "0" "0" "0.346147"
"scaffold_2.97" "scaffold_2" "1.0954745" "conserved" "conserved" "10" "177" "13" "9.59702964483539e-07" "4" "2" "0" "0" "0" "98" "0" "0" "0" "0.34204"
"scaffold_2.98" "scaffold_2" "1.1954715" "conserved" "conserved" "10" "181" "13" "9.59702964483539e-07" "1" "1" "0" "0" "0" "92" "0" "0" "0" "0.34109"
"scaffold_2.99" "scaffold_2" "1.295469" "conserved" "conserved" "11" "161" "9" "9.59702964483539e-07" "1" "1" "0" "1" "0" "96" "0" "0" "0" "0.350357"
"scaffold_2.100" "scaffold_2" "1.3954665" "conserved" "conserved" "11" "203" "0" "9.59702964483539e-07" "0" "0" "0" "0" "0" "135" "0" "0" "0" "0.32593"
"scaffold_2.101" "scaffold_2" "1.495464" "conserved" "conserved" "8" "203" "10" "1.02685803053321e-06" "1" "1" "0" "1" "0" "129" "0" "0" "0" "0.327567"
"scaffold_2.102" "scaffold_2" "1.5954615" "conserved" "conserved" "7" "181" "3" "1.3268227787763e-06" "0" "0" "0" "1" "0" "100" "0" "0" "0" "0.32508"
"scaffold_2.103" "scaffold_2" "1.695459" "conserved" "conserved" "9" "139" "4" "1.3268227787763e-06" "1" "1" "0" "0" "0" "75" "0" "0" "0" "0.350407"
"scaffold_2.104" "scaffold_2" "1.7954565" "conserved" "conserved" "7" "189" "5" "1.3268227787763e-06" "1" "1" "0" "0" "0" "134" "0" "0" "0" "0.32185"
"scaffold_2.105" "scaffold_2" "1.8954535" "conserved" "conserved" "9" "132" "1" "1.47975039643978e-05" "0" "0" "0" "0" "0" "89" "0" "0" "0" "0.34435"
"scaffold_2.106" "scaffold_2" "1.995451" "conserved" "conserved" "5" "162" "11" "6.58075249508124e-05" "2" "1" "1" "0" "0" "89" "0" "0" "0" "0.345877"
"scaffold_2.107" "scaffold_2" "2.0954485" "conserved" "conserved" "2" "133" "9" "5.55894646961325e-06" "1" "1" "0" "0" "2" "65" "1" "1" "1" "0.33089"
"scaffold_2.108" "scaffold_2" "2.195446" "conserved" "conserved" "5" "163" "7" "2.58379937930445e-05" "5" "0" "1" "0" "0" "86" "0" "0" "0" "0.348287"
"scaffold_2.109" "scaffold_2" "2.2954435" "conserved" "conserved" "10" "182" "5" "6.98297798685377e-05" "0" "0" "0" "1" "0" "99" "0" "0" "0" "0.33029"
"scaffold_2.110" "scaffold_2" "2.395441" "conserved" "conserved" "14" "140" "12" "2.04941952287937e-05" "9" "2" "0" "0" "2" "71" "0" "0" "0" "0.347167"
"scaffold_2.111" "scaffold_2" "2.4954385" "conserved" "conserved" "7" "179" "4" "2.7817973051556e-06" "0" "0" "0" "0" "0" "107" "0" "0" "0" "0.315059"
"scaffold_2.112" "scaffold_2" "2.5954355" "conserved" "conserved" "9" "162" "8" "3.8189399538105e-06" "7" "2" "0" "0" "0" "106" "0" "0" "0" "0.32247"
"scaffold_2.113" "scaffold_2" "2.695433" "conserved" "conserved" "7" "200" "11" "3.8189399538105e-06" "1" "1" "0" "1" "0" "90" "0" "0" "0" "0.322196"
"scaffold_2.114" "scaffold_2" "2.7954305" "conserved" "conserved" "10" "157" "20" "3.8189399538105e-06" "5" "3" "0" "0" "2" "77" "0" "0" "0" "0.34308"
